Row Labels,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,Average of E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_MINRTY,EPL_LIMENG,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME1_ADD,SPL_THEME2_ADD,SPL_THEME3_ADD,SPL_THEME4_ADD,SPL_THEMES_ADD,zcta,neighborhood,borough
10473,59375,21894,20876,15141,2352,23159,9450,8788,14355,9335,4096,57759,4728,11759,43,1350,9725,302,25.5,3.96,23159,15.92,14.8,24.18,15.72,6.9,97.28,7.96,19.8,0.07,2.27,16.38,0.51,0.9397,0.8702,0.0909,0.9564,0.2526,0.853,0.7693,0.9701,0.9882,0.9314,0.8912,0.2688,0.8952,0.8907,0.3447,2.8572,2.845,1.9196,3.2906,10.9124,10473,Southeast Bronx,Bronx
10455,44911,15834,15144,17565,2454,16551,10289,3951,13247,6777,3687,44397,8598,12382,0,1915,11049,1039,39.11,5.47,16551,22.91,8.8,29.5,15.09,8.21,98.86,19.14,27.57,0,4.26,24.6,2.31,0.9887,0.9686,0.0229,0.9936,0.0475,0.9838,0.7218,0.9857,0.9965,0.9843,0.9167,0,0.9735,0.9245,0.6856,2.9738,2.7388,1.9808,3.5003,11.1937,10455,Hunts Point and Mott Haven,Bronx
10454,38192,14049,13269,17084,1866,13919,9266,3199,11223,6438,3374,37296,6835,11183,0,1828,10298,984,44.73,4.89,13919,24.26,8.38,29.39,16.86,8.83,97.66,17.9,29.28,0,4.79,26.96,2.58,0.9936,0.9495,0.0132,0.996,0.0411,0.9809,0.8408,0.9916,0.9906,0.9818,0.9191,0,0.9799,0.9329,0.7149,2.9523,2.8544,1.9724,3.5468,11.3259,10454,Hunts Point and Mott Haven,Bronx
10472,68807,23396,21890,23425,3278,17220,15869,7665,18638,10002,4644,67012,13806,12479,42,3471,13630,776,34.04,4.76,17220,23.06,11.14,27.09,14.54,6.75,97.39,20.06,18.14,0.06,5.04,19.81,1.13,0.9715,0.9378,0.0264,0.9946,0.093,0.95,0.6738,0.9671,0.9892,0.9872,0.8863,0.2536,0.9833,0.9045,0.52,2.9303,2.6839,1.9764,3.5477,11.1383,10472,Southeast Bronx,Bronx
10451,45506,18681,17906,15997,1737,19563,8798,5668,11707,8117,3293,44246,7507,16629,0,1784,13093,447,35.15,3.82,19563,19.33,12.45,25.73,17.84,7.24,97.23,16.5,36.54,0,3.92,28.77,0.98,0.974,0.8535,0.0376,0.9755,0.1366,0.9182,0.8834,0.974,0.9872,0.9779,0.9319,0,0.9666,0.9387,0.4916,2.8406,2.9122,1.9651,3.3288,11.0467,10451,High Bridge and Morrisania,Bronx
10453,80200,28666,27416,32611,4050,13365,16416,6805,23065,11982,6876,79341,18387,24725,81,4412,20600,1553,40.66,5.05,13365,20.47,8.49,28.76,14.94,8.57,98.93,22.93,30.83,0.1,5.5,25.69,1.94,0.9906,0.9569,0.0102,0.9853,0.0416,0.974,0.7135,0.9902,0.998,0.9926,0.9221,0.2982,0.9882,0.9275,0.6523,2.943,2.7193,1.9906,3.7883,11.4412,10453,Central Bronx,Bronx
10460,58362,21216,20171,21553,3765,16852,13288,6466,15652,9567,4705,56986,8910,15139,17,2362,10761,1102,36.93,6.45,16852,22.77,11.08,26.82,16.39,8.06,97.64,15.27,25.94,0.03,4.05,18.44,1.89,0.9853,0.9828,0.0239,0.9931,0.0925,0.9461,0.8129,0.9828,0.9902,0.9701,0.9084,0.2051,0.9696,0.8981,0.6429,2.9851,2.8343,1.9603,3.6241,11.4038,10460,Central Bronx,Bronx
10452,77107,27469,26439,28447,3603,15036,16434,6236,22238,11020,6236,75638,17292,24996,10,4906,20399,873,36.89,4.67,15036,21.31,8.09,28.84,14.29,8.09,98.09,22.43,32.42,0.01,6.36,26.46,1.13,0.9848,0.9319,0.0176,0.9877,0.0396,0.9745,0.6552,0.9833,0.9916,0.9916,0.924,0.1851,0.9955,0.9304,0.521,2.922,2.6526,1.9832,3.556,11.1138,10452,High Bridge and Morrisania,Bronx
10456,94211,32400,30903,35884,5116,16278,20153,8709,27013,16107,7524,93140,16822,27055,32,4456,22875,2600,38.09,5.43,16278,21.39,9.24,28.67,17.1,7.99,98.86,17.86,28.72,0.03,4.73,24.28,2.76,0.9877,0.9676,0.0225,0.9887,0.0572,0.972,0.8516,0.9823,0.997,0.9809,0.9182,0.2144,0.9789,0.9226,0.7277,2.9665,2.8631,1.9779,3.7618,11.5693,10456,High Bridge and Morrisania,Bronx
10459,48131,17910,16519,16643,2039,15646,10251,4956,13086,6571,4113,47298,8189,12415,29,1633,11256,874,34.58,4.24,15646,21.3,10.3,27.19,13.65,8.55,98.27,17.01,25.79,0.06,3.39,23.39,1.82,0.9725,0.8956,0.0185,0.9872,0.0695,0.9524,0.6033,0.9897,0.9926,0.9789,0.9074,0.2546,0.9539,0.9191,0.6366,2.8738,2.6149,1.9715,3.6716,11.1318,10459,Hunts Point and Mott Haven,Bronx
10474,12103,4060,3482,4810,507,13651,2674,911,3520,1278,864,11957,2354,2714,10,588,2380,1038,39.74,4.19,13651,22.09,7.53,29.09,10.56,7.14,98.79,19.45,22.42,0.08,4.86,19.66,8.58,0.9892,0.8912,0.0122,0.9911,0.0352,0.9764,0.3148,0.9715,0.996,0.9853,0.8986,0.2806,0.9809,0.9035,0.8854,2.8837,2.2979,1.9813,3.949,11.1119,10474,Hunts Point and Mott Haven,Bronx
10465,44218,16838,15975,5177,1421,30783,4750,7657,8747,7160,1768,25482,2313,2607,28,589,3453,1899,11.71,3.21,30783,10.74,17.32,19.78,16.19,4,57.63,5.23,5.9,0.06,1.33,7.81,4.29,0.5798,0.7095,0.4726,0.8388,0.4848,0.4422,0.7982,0.8134,0.9049,0.8883,0.8021,0.2585,0.7864,0.8364,0.8046,2.6007,2.5386,1.7932,3.488,10.4205,10465,Southeast Bronx,Bronx
10462,78187,31504,29859,15060,4361,24254,10757,9406,16977,10581,4011,68541,8181,21531,17,3382,16354,455,19.26,5.58,24254,13.76,12.03,21.71,13.53,5.13,87.66,10.46,27.54,0.02,4.33,20.92,0.58,0.8863,0.9711,0.135,0.9201,0.116,0.6518,0.5925,0.9191,0.9681,0.9471,0.9162,0.1963,0.9745,0.9118,0.3746,2.9125,2.2794,1.9152,3.3734,10.4805,10462,Southeast Bronx,Bronx
10461,49638,20048,18739,7369,1996,28006,6764,7638,10454,6431,1975,33504,4310,7211,3,1489,6801,1035,14.85,4.02,28006,13.63,15.39,21.06,12.96,3.98,67.5,8.68,14.53,0.01,3,13.7,2.08,0.7492,0.8765,0.3248,0.9196,0.2982,0.5744,0.543,0.8065,0.928,0.9378,0.8721,0.1738,0.9353,0.8765,0.666,2.8701,2.2221,1.8658,3.5237,10.4817,10461,Southeast Bronx,Bronx
10457,74479,25862,24577,27404,3930,13641,15514,6808,22717,11112,6288,73355,14710,20495,35,4375,17507,2782,36.79,5.28,13641,20.83,9.14,30.5,14.92,8.44,98.49,19.75,27.52,0.05,5.87,23.51,3.73,0.9843,0.9657,0.0117,0.9857,0.0548,0.9897,0.7105,0.9887,0.9951,0.9867,0.9157,0.2345,0.9902,0.9206,0.784,2.9474,2.7437,1.9818,3.845,11.5179,10457,Central Bronx,Bronx
10467,103217,38470,36633,28778,6167,20093,17713,11157,26521,15915,6289,93602,14311,27848,96,5892,21966,1533,27.88,5.97,20093,17.16,10.81,25.69,15.42,6.09,90.69,13.87,26.98,0.09,5.71,21.28,1.49,0.9554,0.9774,0.043,0.9652,0.0857,0.9177,0.7473,0.9564,0.973,0.9647,0.9152,0.2899,0.9897,0.9138,0.5915,2.941,2.7071,1.9377,3.7001,11.2859,10467,Bronx Park and Fordham,Bronx
10458,83882,29102,27452,28373,5196,16946,15693,6718,22392,11062,6177,76815,17242,23457,69,4583,20014,3451,33.82,6.19,16946,18.71,8.01,26.69,13.19,7.36,91.57,20.56,27.96,0.08,5.46,23.86,4.11,0.9701,0.9794,0.0254,0.972,0.0391,0.9417,0.5631,0.9755,0.976,0.9877,0.9177,0.2801,0.9867,0.9216,0.7957,2.9469,2.5194,1.9637,3.9018,11.3318,10458,Bronx Park and Fordham,Bronx
10468,76383,26789,25714,23786,4213,19272,15144,7550,20056,8761,5546,73745,18261,23351,45,4544,18435,1397,31.14,5.52,19272,19.83,9.88,26.26,11.47,7.26,96.55,23.91,30.57,0.06,5.95,24.13,1.83,0.9647,0.9696,0.0366,0.9833,0.0636,0.9299,0.3947,0.9745,0.9857,0.9931,0.9216,0.2512,0.9906,0.9221,0.638,2.9542,2.3627,1.9788,3.7235,11.0192,10468,Bronx Park and Fordham,Bronx
10463,72000,30208,28736,12047,2779,39756,9717,14637,14899,9678,3494,49738,8021,25799,55,2323,13656,2912,16.73,3.86,39756,13.5,20.33,20.69,13.44,4.85,69.08,11.14,35.83,0.08,3.23,18.97,4.04,0.8305,0.8584,0.7426,0.9177,0.7477,0.5337,0.5837,0.9,0.9319,0.951,0.9314,0.2732,0.9476,0.901,0.7908,3.3492,2.7651,1.8829,3.844,11.8412,10463,Kingsbridge and Riverdale,Bronx
10469,73227,23601,22398,11033,3176,24362,10534,11892,15387,9427,3408,65313,4699,3968,20,2114,7491,2317,15.07,4.34,24362,14.38,16.24,21.01,12.87,4.65,89.19,6.42,5.42,0.03,2.89,10.23,3.16,0.7688,0.9035,0.1413,0.9304,0.3628,0.569,0.5347,0.8809,0.9711,0.9089,0.7928,0.2037,0.9304,0.857,0.7585,2.744,2.3474,1.88,3.5424,10.5138,10469,Northeast Bronx,Bronx
10471,21966,9708,8736,1883,775,41039,1328,5128,3768,2773,495,9073,1118,6912,36,314,2413,2639,8.57,3.53,41039,6.05,23.35,17.15,12.62,2.25,41.31,5.09,31.47,0.16,1.43,10.99,12.01,0.3824,0.785,0.7636,0.4319,0.8746,0.2375,0.5014,0.3756,0.8339,0.8844,0.9226,0.3246,0.807,0.8604,0.9133,2.3629,1.9891,1.7183,3.8279,9.8982,10471,Kingsbridge and Riverdale,Bronx
10475,44623,19285,18954,4300,1724,29605,4729,10919,7731,7827,2444,41417,1816,17184,9,1253,8200,1751,9.64,3.86,29605,10.6,24.47,17.32,17.54,5.48,92.82,4.07,38.51,0.02,2.81,18.38,3.92,0.4647,0.8609,0.4182,0.8339,0.903,0.2453,0.8692,0.9368,0.9789,0.8638,0.9358,0.1953,0.9226,0.8976,0.7894,2.5777,2.9543,1.8427,3.7407,11.1154,10475,Northeast Bronx,Bronx
10466,72448,25046,23672,13743,3583,24834,9993,9217,16433,10644,4009,70002,3240,7780,46,2240,9771,852,18.97,4.95,24834,13.79,12.72,22.68,14.69,5.53,96.62,4.47,10.74,0.06,3.09,13.49,1.18,0.8824,0.9529,0.1604,0.9206,0.1425,0.7335,0.689,0.9387,0.9862,0.8736,0.8555,0.259,0.9387,0.8746,0.5303,2.9163,2.5037,1.8598,3.4581,10.7379,10466,Northeast Bronx,Bronx
10470,15621,6548,6192,1964,554,29929,2051,2649,2830,2195,522,9977,460,2316,8,395,2383,101,12.58,3.55,29929,13.13,16.96,18.12,14.05,3.34,63.87,2.95,14.82,0.05,2.53,15.25,0.65,0.6302,0.7918,0.4349,0.9118,0.4407,0.2992,0.6371,0.6816,0.9191,0.806,0.8731,0.238,0.9103,0.8849,0.3996,2.7687,2.0586,1.7251,3.3059,9.8583,10470,Northeast Bronx,Bronx
10464,4296,2108,1843,348,154,40227,273,1004,759,719,161,1430,67,207,0,35,347,18,8.1,3.59,40227,6.36,23.37,17.66,16.74,3.75,33.29,1.57,4.82,0.01,0.81,8.08,0.42,0.355,0.8021,0.7514,0.4681,0.8756,0.2668,0.8369,0.7678,0.7879,0.6699,0.7757,0.1807,0.6385,0.8418,0.3006,2.3766,2.7471,1.4578,2.7373,9.3188,10464,Southeast Bronx,Bronx
11201,60405,29768,27120,7248,2051,81202,2571,6649,10289,5004,1287,24760,2169,21329,91,1537,18601,4356,12,3.4,81202,4.26,11.01,17.03,8.28,2.13,40.99,3.59,35.31,0.15,2.54,30.79,7.21,0.5974,0.7556,0.9437,0.2414,0.0896,0.2306,0.1425,0.3379,0.8315,0.8476,0.9299,0.3207,0.9118,0.9436,0.8692,2.5381,0.8006,1.6791,3.9752,8.993,11201,Northwest Brooklyn,Brooklyn
11220,96580,30711,28325,27536,2994,23082,30281,10405,23033,7893,2700,82083,34533,7649,24,6538,17901,834,28.51,3.1,23082,31.35,10.77,23.85,8.17,2.8,84.99,35.76,7.92,0.03,6.77,18.53,0.86,0.9573,0.6807,0.09,0.9995,0.0837,0.83,0.1312,0.5308,0.9637,0.9985,0.8315,0.2012,0.998,0.8991,0.4564,2.7275,1.5757,1.9622,3.3862,9.6516,11220,Sunset Park,Brooklyn
11232,27594,9508,9000,5604,905,26326,6262,2580,5855,2418,925,21617,6088,3064,30,1657,5857,1507,20.31,3.28,26326,22.69,9.35,21.22,8.76,3.35,78.34,22.06,11.1,0.11,6,21.23,5.46,0.9035,0.7267,0.2318,0.9926,0.0587,0.5959,0.1777,0.6831,0.9476,0.9911,0.8594,0.3036,0.9911,0.9128,0.8398,2.8546,1.5154,1.9387,3.9067,10.2154,11232,Sunset Park,Brooklyn
11205,46528,18269,16854,12860,1796,38222,4664,3778,12432,4492,1466,26084,3375,11285,0,1719,11020,2462,27.64,3.86,38222,10.02,8.12,26.72,9.66,3.15,56.06,7.25,24.26,0,3.69,23.68,5.29,0.9539,0.8589,0.7113,0.8099,0.0401,0.9446,0.2424,0.6263,0.9005,0.924,0.904,0,0.9613,0.9211,0.8359,3.334,1.8534,1.8245,3.6223,10.6342,11205,Northwest Brooklyn,Brooklyn
11217,39090,18150,16434,5838,1423,70295,3452,4255,7119,4049,923,19326,1456,7871,25,971,11171,590,14.93,3.64,70295,8.83,10.89,18.21,10.36,2.36,49.44,3.73,20.14,0.07,2.48,28.58,1.51,0.759,0.8183,0.9275,0.7257,0.0871,0.3046,0.2992,0.3976,0.8726,0.8525,0.8917,0.26,0.9069,0.9378,0.5954,3.2305,1.0885,1.7251,3.5918,9.6359,11217,Northwest Brooklyn,Brooklyn
11209,67713,32811,28956,9441,2116,43557,6280,11386,12578,7299,1074,24684,5792,16172,102,2517,12867,379,13.94,3.12,43557,9.27,16.81,18.58,10.78,1.59,36.45,8.55,23.88,0.15,3.72,19,0.56,0.7091,0.6841,0.7979,0.759,0.4245,0.329,0.3354,0.1988,0.8109,0.9363,0.903,0.3217,0.9618,0.9015,0.3677,2.9501,1.2877,1.7472,3.4557,9.4407,11209,Southwest Brooklyn,Brooklyn
11231,38228,17014,15855,5808,1709,70784,3209,4132,8579,4006,1411,16143,1822,5780,1,997,9396,274,15.19,4.47,70784,8.39,10.81,22.44,10.48,3.69,42.23,4.77,15.12,0,2.61,24.58,0.72,0.7742,0.9177,0.9285,0.6802,0.0852,0.7081,0.309,0.7561,0.8398,0.8795,0.8736,0.1645,0.9162,0.924,0.4177,3.3006,1.8584,1.7193,3.296,10.1743,11231,Northwest Brooklyn,Brooklyn
11219,88875,26788,24185,31491,2082,18088,16372,10796,31831,8217,1188,33949,17493,7285,49,6043,13180,1051,35.43,2.34,18088,18.42,12.15,35.82,9.25,1.34,38.2,19.68,8.2,0.06,6.8,14.83,1.18,0.976,0.4089,0.0278,0.9706,0.1224,0.9985,0.214,0.1469,0.8202,0.9862,0.8339,0.2463,0.9985,0.8829,0.5323,2.3833,1.4818,1.8064,3.4939,9.1654,11219,Borough Park,Brooklyn
11218,75854,26618,25377,15240,2070,28056,8142,9077,21580,6743,1634,35730,8533,13134,70,3592,12569,682,20.09,2.73,28056,10.73,11.97,28.45,8.89,2.15,47.1,11.25,17.32,0.09,4.74,16.57,0.9,0.9005,0.5572,0.3277,0.8383,0.1136,0.9706,0.1865,0.3447,0.8623,0.9515,0.8839,0.2894,0.9794,0.8922,0.4666,2.6237,1.6154,1.8138,3.5115,9.5644,11218,Borough Park,Brooklyn
11215,71415,31603,29286,5165,1775,64983,3481,7315,15103,4669,1192,23445,1668,8231,83,1366,15169,454,7.23,2.48,64983,4.87,10.24,21.15,6.54,1.67,32.83,2.34,11.53,0.12,1.91,21.24,0.64,0.2938,0.4622,0.9212,0.3075,0.068,0.5852,0.0636,0.2282,0.7796,0.7575,0.8609,0.3065,0.8672,0.9133,0.3961,1.9847,0.945,1.5371,3.344,7.8108,11215,Northwest Brooklyn,Brooklyn
11228,42667,15702,14556,5493,1286,31984,6404,7326,8854,4660,885,21477,7727,1075,23,1264,4064,195,12.87,3.01,31984,15.01,17.17,20.75,10.92,2.07,50.34,18.11,2.52,0.05,2.96,9.52,0.46,0.6508,0.6547,0.5322,0.9441,0.4622,0.5381,0.3413,0.3212,0.878,0.9823,0.6376,0.2458,0.9343,0.8516,0.3153,2.7818,1.6628,1.8603,2.9846,9.2895,11228,Southwest Brooklyn,Brooklyn
11238,56142,26860,24755,7154,2111,50496,4146,6343,9060,5115,1530,32524,1660,13400,31,876,16860,1203,12.74,3.76,50496,7.39,11.3,16.14,9.11,2.73,57.93,2.96,23.87,0.06,1.56,30.03,2.14,0.64,0.8408,0.8571,0.594,0.0974,0.19,0.2012,0.5068,0.9059,0.807,0.9025,0.2468,0.8241,0.9407,0.6699,2.9319,0.9954,1.7129,3.584,9.2242,11238,Central Brooklyn,Brooklyn
11214,92734,33601,31770,16216,2794,27031,15816,15367,19823,9708,2448,52781,23876,11074,63,4317,13996,1063,17.49,3.01,27031,17.06,16.57,21.38,10.47,2.64,56.92,25.75,11.94,0.07,4.66,15.09,1.15,0.8535,0.6542,0.269,0.9637,0.4005,0.616,0.307,0.4813,0.9025,0.996,0.8643,0.2639,0.9779,0.8844,0.5239,2.7404,1.8048,1.8985,3.5144,9.9581,11214,Southwest Brooklyn,Brooklyn
11225,59862,25683,24247,10928,2669,30449,5680,7549,11404,4337,2478,45597,2176,18195,50,1894,16511,135,18.26,4.46,30449,9.49,12.61,19.05,7.25,4.14,76.17,3.63,30.39,0.08,3.16,27.58,0.23,0.8677,0.9157,0.4593,0.7761,0.1405,0.3721,0.0857,0.8305,0.9427,0.8501,0.9206,0.282,0.9446,0.9333,0.2076,3.0188,1.4288,1.7928,3.2881,9.5285,11225,Flatbush,Brooklyn
11204,80108,26711,24599,18239,2562,22243,13985,10851,22393,8071,1478,36954,17593,6414,43,4186,11270,138,22.77,3.2,22243,17.46,13.55,27.95,10.07,1.84,46.13,21.96,8.01,0.05,5.23,14.07,0.17,0.9226,0.7051,0.0694,0.9676,0.1728,0.9632,0.2786,0.2664,0.8594,0.9906,0.833,0.2433,0.9848,0.879,0.1669,2.6647,1.681,1.85,3.107,9.3027,11204,Borough Park,Brooklyn
11216,55615,26723,23550,10036,2364,36557,5459,6433,8662,6139,1663,41534,1350,8759,19,1438,16156,934,18.05,4.25,36557,9.82,11.57,15.57,11.04,2.99,74.68,2.43,15.75,0.03,2.58,29.05,1.68,0.8638,0.8971,0.678,0.7972,0.1043,0.1718,0.3501,0.5778,0.9402,0.7693,0.878,0.2149,0.9133,0.9397,0.619,3.2361,1.204,1.7095,3.5649,9.7145,11216,Central Brooklyn,Brooklyn
11206,86882,32312,30538,31502,3897,25382,13778,8825,24575,10614,3825,57478,10533,19262,33,3236,21898,678,36.26,4.48,25382,15.86,10.16,28.29,12.22,4.4,66.16,12.12,22.17,0.04,3.72,25.2,0.78,0.9774,0.9191,0.1908,0.9559,0.0675,0.9686,0.4666,0.8599,0.925,0.9554,0.8966,0.2218,0.9637,0.926,0.4314,3.0432,2.3626,1.8804,3.4395,10.7257,11206,Bushwick and Williamsburg,Brooklyn
11221,82795,34320,30424,19517,4354,27741,12203,8877,16954,8081,3848,69570,6942,8933,37,2140,19413,1026,23.57,5.26,27741,14.74,10.72,20.48,9.76,4.65,84.03,8.38,10.79,0.05,2.58,23.45,1.24,0.927,0.9647,0.3106,0.9373,0.0808,0.5078,0.2526,0.8805,0.9608,0.9348,0.8565,0.2306,0.9138,0.9196,0.547,3.1396,1.7217,1.8956,3.4675,10.2244,11221,Bushwick and Williamsburg,Brooklyn
11213,67051,27853,25371,15876,2792,24751,7806,7722,15737,7413,3510,53134,2739,15559,4,2279,17286,928,23.68,4.16,24751,11.64,11.52,23.47,11.06,5.24,79.24,4.08,23.2,0.01,3.4,25.78,1.38,0.9289,0.8883,0.1565,0.878,0.1028,0.8036,0.353,0.9285,0.9495,0.8648,0.9005,0.1718,0.9549,0.928,0.571,2.8517,2.1879,1.8143,3.5262,10.3801,11213,Central Brooklyn,Brooklyn
11233,74906,31380,28768,20693,2303,24163,9683,8250,18508,7825,5524,69546,2056,9559,18,1792,18737,1515,27.62,3.08,24163,12.93,11.01,24.71,10.45,7.37,92.84,2.75,12.76,0.02,2.39,25.01,2.02,0.9534,0.6728,0.1301,0.9054,0.091,0.8839,0.3041,0.976,0.9794,0.7957,0.8682,0.2002,0.902,0.9255,0.6596,2.6617,2.255,1.7751,3.5555,10.2473,11233,Central Brooklyn,Brooklyn
11223,80508,30114,27615,16496,2989,27531,11807,12510,19797,9016,2479,38244,16783,10467,15,3340,12280,92,20.49,3.71,27531,14.67,15.54,24.59,11.2,3.08,47.5,20.85,13,0.02,4.15,15.25,0.11,0.9069,0.8325,0.2974,0.9358,0.3104,0.879,0.3648,0.6062,0.8648,0.9887,0.8697,0.1919,0.9715,0.8854,0.1361,2.9726,2.1604,1.8535,3.0546,10.0411,11223,Southern Brooklyn,Brooklyn
11224,46237,19978,18452,12618,1816,22748,6673,11714,9432,9671,2428,22972,9699,15119,32,1162,10402,1264,27.29,3.93,22748,14.43,25.33,20.4,20.92,5.25,49.68,20.98,32.7,0.07,2.51,22.5,2.73,0.9505,0.8667,0.0787,0.9309,0.9157,0.4975,0.9637,0.9304,0.8741,0.9897,0.925,0.2649,0.9098,0.9167,0.7262,2.8268,3.3073,1.8638,3.7426,11.7405,11224,Southern Brooklyn,Brooklyn
11203,76053,31078,27996,11973,2466,25784,7102,13689,16065,6513,3773,72825,2274,7956,61,1844,13661,1538,15.74,3.24,25784,9.34,18,21.12,8.56,4.96,95.76,2.99,10.46,0.08,2.42,17.96,2.02,0.7962,0.7149,0.2035,0.7668,0.5455,0.5837,0.1635,0.9108,0.9838,0.8085,0.8516,0.2771,0.9045,0.8966,0.6601,2.4814,2.2035,1.7923,3.5899,10.0671,11203,Flatbush,Brooklyn
11212,77564,35054,31534,26922,5154,20401,12003,10217,17185,11040,4817,76723,3700,18263,12,1826,22831,6550,34.71,6.65,20401,15.48,13.17,22.16,14.23,6.21,98.92,4.77,23.55,0.02,2.35,29.43,8.44,0.973,0.9843,0.0459,0.9534,0.1576,0.687,0.6503,0.9598,0.9975,0.88,0.9015,0.1875,0.901,0.9402,0.8844,2.9566,2.4547,1.8775,3.8146,11.1034,11212,Central Brooklyn,Brooklyn
11235,82449,36765,33694,15639,2390,31669,8212,19402,15070,12026,1510,24325,19880,21386,33,3821,15448,1301,18.97,2.9,31669,9.96,23.53,18.28,14.59,1.83,29.5,24.11,25.94,0.04,4.63,18.74,1.58,0.8819,0.6136,0.5146,0.8085,0.8814,0.3124,0.6777,0.2634,0.7443,0.9936,0.9079,0.2247,0.9774,0.9,0.6052,2.8186,2.1349,1.7379,3.6152,10.3066,11235,Southern Brooklyn,Brooklyn
11207,92932,37459,33449,26680,4127,19665,13352,10165,22336,12686,5708,89197,6318,10952,11,3058,20191,2229,28.71,4.44,19665,14.37,10.94,24.04,13.65,6.14,95.98,6.8,11.78,0.01,3.29,21.73,2.4,0.9578,0.9128,0.0386,0.9299,0.0886,0.8423,0.6028,0.9578,0.9848,0.9167,0.8623,0.1826,0.9505,0.9152,0.6953,2.8391,2.4915,1.9015,3.6059,10.838,11207,East New York and New Lots,Brooklyn
11237,50039,18567,17301,14656,1955,25181,9735,3628,10273,4512,2058,39924,8415,2364,10,2078,12382,1429,29.29,3.91,25181,19.45,7.25,20.53,9.02,4.11,79.79,16.82,4.72,0.02,4.15,24.75,2.86,0.9588,0.8643,0.178,0.976,0.0313,0.5146,0.1934,0.8276,0.951,0.9784,0.7698,0.1939,0.972,0.925,0.738,2.9771,1.5669,1.9294,3.5987,10.0721,11237,Bushwick and Williamsburg,Brooklyn
11230,87423,31876,29744,19239,2419,29696,9170,13257,24570,10277,1710,29377,12105,17947,92,4298,13550,589,22.01,2.77,29696,10.49,15.16,28.1,11.76,1.96,33.6,13.85,20.53,0.11,4.92,15.5,0.67,0.9201,0.5675,0.4231,0.8305,0.2791,0.9662,0.4206,0.2943,0.7899,0.9642,0.8927,0.3026,0.9818,0.8863,0.4059,2.7412,1.9602,1.7541,3.4693,9.9248,11230,Borough Park,Brooklyn
11211,64842,27486,25688,15857,1883,46175,7552,5907,14302,5817,1353,24790,5699,12558,28,2151,17970,386,24.46,2.9,46175,11.65,9.11,22.06,8.97,2.09,38.23,8.79,19.37,0.04,3.32,27.71,0.6,0.9338,0.6165,0.8233,0.8785,0.0538,0.6792,0.1914,0.3246,0.8207,0.9397,0.8903,0.2301,0.9515,0.9348,0.38,3.2521,1.249,1.7604,3.3867,9.6482,11211,Greenpoint,Brooklyn
11222,37025,18696,17281,4490,1258,54439,2931,3912,4284,3082,571,10399,2505,3361,6,763,10698,277,12.13,3.4,54439,7.92,10.57,11.57,8.32,1.54,28.09,6.77,9.08,0.02,2.06,28.9,0.75,0.6052,0.7566,0.8845,0.6425,0.0773,0.0847,0.1459,0.1856,0.7306,0.9157,0.8432,0.188,0.8785,0.9392,0.4265,2.8888,0.4935,1.6463,3.2754,8.304,11222,Greenpoint,Brooklyn
11226,98923,39897,36373,17322,3755,28136,10979,11806,22185,7383,4564,87132,7139,29686,13,4827,24262,998,17.51,3.8,28136,11.1,11.93,22.43,7.46,4.61,88.08,7.22,30.01,0.01,4.88,24.53,1.01,0.854,0.8516,0.3326,0.8614,0.1126,0.7066,0.0935,0.8785,0.9691,0.9236,0.9201,0.1856,0.9813,0.9231,0.497,2.8996,1.7912,1.8927,3.5071,10.0906,11226,Flatbush,Brooklyn
11210,66053,24066,22320,8345,2164,31385,4935,9355,16931,5724,2467,47698,3612,10989,15,2501,9047,286,12.63,3.28,31385,7.47,14.16,25.63,8.67,3.73,72.21,5.47,16.64,0.02,3.79,13.7,0.43,0.6327,0.7257,0.5004,0.6003,0.2037,0.9152,0.1733,0.7629,0.9363,0.8937,0.8814,0.1988,0.9652,0.8761,0.3065,2.4591,2.0551,1.83,3.228,9.5722,11210,Flatbush,Brooklyn
11229,81186,32272,30064,11819,2337,31215,8634,14462,17422,8457,1901,32188,13084,14368,44,2658,11777,287,14.56,2.88,31215,10.63,17.81,21.46,10.42,2.34,39.65,16.12,17.7,0.05,3.27,14.51,0.35,0.738,0.6072,0.4946,0.8354,0.5239,0.6268,0.3021,0.3927,0.8276,0.976,0.8849,0.2453,0.949,0.8814,0.2727,2.6752,1.8455,1.8036,3.2333,9.5576,11229,Southern Brooklyn,Brooklyn
