Row Labels,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,Average of E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_MINRTY,EPL_LIMENG,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME1_ADD,SPL_THEME2_ADD,SPL_THEME3_ADD,SPL_THEME4_ADD,SPL_THEMES_ADD,zcta,neighborhood,borough
11234,95373,33852,31701,7508,3369,34277,6614,15790,22041,8664,2697,58707,4018,3017,100,2172,7642,133,7.87,3.53,34277,6.93,16.56,23.11,9.08,2.83,61.55,4.21,3.16,0.11,2.28,8.01,0.14,0.3403,0.7869,0.6203,0.5386,0.3981,0.7776,0.1958,0.5386,0.9133,0.8658,0.6934,0.3016,0.8956,0.8388,0.1474,2.2861,1.9101,1.7791,2.8768,8.8521,11234,Canarsie and Flatlands,Brooklyn
11236,99586,35538,33253,12814,3108,27768,8988,13557,22297,8004,4757,95234,3426,4194,35,2350,11710,1385,12.87,3.12,27768,9.03,13.61,22.39,8.04,4.78,95.63,3.44,4.21,0.03,2.36,11.76,1.39,0.6503,0.6836,0.3116,0.7438,0.1762,0.7027,0.1194,0.8937,0.9833,0.8398,0.7443,0.2159,0.9015,0.8643,0.5719,2.3893,1.892,1.8231,3.2979,9.4023,11236,Canarsie and Flatlands,Brooklyn
11239,14910,7796,7508,3989,538,25068,2233,3923,3063,3227,900,12388,1642,6914,0,301,4669,66,26.75,3.61,25068,14.98,26.31,20.54,21.64,6.04,83.09,11.01,46.37,0,2.02,31.32,0.44,0.9471,0.8104,0.1712,0.9427,0.9265,0.5166,0.974,0.952,0.9583,0.9495,0.9446,0,0.8746,0.952,0.309,2.8714,3.3691,1.9078,3.0802,11.2285,11239,Canarsie and Flatlands,Brooklyn
11208,97118,36021,31358,25105,2849,19065,11550,9084,26349,8892,5537,94709,6773,8162,162,6207,18848,928,25.85,2.93,19065,11.89,9.35,27.13,9.16,5.7,97.52,6.97,8.4,0.17,6.39,19.41,0.96,0.9412,0.6263,0.0342,0.8824,0.0592,0.951,0.2056,0.9436,0.9897,0.9182,0.8359,0.3261,0.996,0.902,0.4838,2.4841,2.1594,1.9079,3.5438,10.0952,11208,East New York and New Lots,Brooklyn
11421,41102,12759,11655,4232,1474,24782,6599,5185,8935,3458,1253,34278,6485,1923,20,893,3402,25,10.3,3.59,24782,16.06,12.61,21.74,8.41,3.05,83.4,15.78,4.68,0.05,2.17,8.28,0.06,0.5009,0.7992,0.1585,0.9588,0.141,0.6537,0.1532,0.5984,0.9593,0.9745,0.7673,0.2365,0.8883,0.8447,0.1136,2.4174,1.5463,1.9338,2.8504,8.7479,11421,Southwest Queens,Queens
11416,26133,7498,6948,4064,1008,22616,3978,2705,6205,2535,737,22737,3307,143,5,731,2280,69,15.55,3.86,22616,15.22,10.35,23.74,9.7,2.82,87.01,12.65,0.55,0.02,2.8,8.73,0.26,0.7879,0.8579,0.0768,0.9471,0.0724,0.8241,0.2458,0.5367,0.9666,0.9608,0.2859,0.1895,0.9221,0.8472,0.2267,2.6697,1.679,1.9274,2.4714,8.7475,11416,Southwest Queens,Queens
11417,32475,9936,9228,4568,1181,24059,4793,3822,7325,3366,813,26174,3229,261,27,705,1975,46,14.07,3.64,24059,14.76,11.77,22.56,10.36,2.5,80.6,9.94,0.8,0.08,2.17,6.08,0.14,0.7149,0.8173,0.1252,0.9382,0.1082,0.7213,0.2997,0.4446,0.9529,0.9431,0.3736,0.2791,0.8878,0.8026,0.1483,2.5956,1.5738,1.896,2.4914,8.5568,11417,Southwest Queens,Queens
11414,29118,11371,10645,3366,810,34071,2983,6399,5837,4397,794,9378,985,2208,74,310,1603,35,11.56,2.78,34071,10.25,21.98,20.05,15.1,2.73,32.21,3.38,7.58,0.26,1.07,5.51,0.12,0.5744,0.5729,0.6135,0.8207,0.83,0.4686,0.7233,0.5078,0.7708,0.8374,0.8276,0.3525,0.7277,0.7879,0.1395,2.5815,2.5297,1.6082,2.8352,9.5546,11414,Southwest Queens,Queens
11691,66214,21874,20475,13599,2717,26627,9927,8307,20209,10049,3154,50314,5256,11441,0,2169,8673,2430,20.54,4.1,26627,14.99,12.55,30.52,15.18,4.76,75.99,7.94,17.28,0,3.28,13.1,3.67,0.9074,0.8834,0.2465,0.9436,0.139,0.9902,0.7296,0.8922,0.9417,0.9309,0.8834,0,0.9495,0.8721,0.7801,2.9809,2.751,1.8726,3.4851,11.0896,11691,Rockaways,Queens
10002,74775,35736,33535,20604,2512,40308,20128,15855,9916,11357,2295,58162,21068,32331,10,2759,27718,1791,27.55,3.36,40308,26.92,21.2,13.26,15.19,3.07,77.78,28.18,43.24,0.01,3.69,37.07,2.4,0.9515,0.7463,0.7539,0.999,0.7923,0.1131,0.7301,0.6047,0.9461,0.997,0.9417,0.1865,0.9603,0.9618,0.6949,3.4507,2.2402,1.9431,3.7452,11.3792,10002,Lower East Side,Manhattan
10005,7059,4536,3575,665,172,107634,98,168,768,95,112,2167,5,4510,0,435,3054,23,9.42,2.44,107634,1.4,2.38,10.89,1.35,1.59,30.7,0.07,63.89,0.01,6.17,43.26,0.33,0.4422,0.4471,0.9696,0.0298,0.0102,0.0744,0.0063,0.2007,0.761,0.0979,0.972,0.1733,0.9916,0.9735,0.2624,1.8887,0.2916,0.8589,3.3728,6.412,10005,Lower Manhattan,Manhattan
10004,3232,2017,1614,135,66,91214,27,157,504,100,54,1095,31,1951,0,128,1291,3,4.18,2.05,91214,0.84,4.86,15.6,3.1,1.68,33.88,0.97,60.39,0,3.97,39.96,0.09,0.1141,0.3001,0.9535,0.0127,0.019,0.1723,0.0137,0.2316,0.7918,0.5396,0.9706,0,0.9681,0.9686,0.1238,1.3804,0.4366,1.3314,3.0311,6.1795,10004,Lower Manhattan,Manhattan
10038,22370,11107,9720,4291,731,55224,3483,3683,2739,2251,280,12776,3534,10410,34,825,7778,1410,19.18,3.27,55224,15.57,16.46,12.24,10.06,1.25,57.11,15.8,46.53,0.15,3.69,34.77,6.3,0.8858,0.7247,0.8894,0.9544,0.3858,0.0945,0.2776,0.1312,0.904,0.975,0.9456,0.3202,0.9608,0.9583,0.8599,3.4543,0.8891,1.879,4.0448,10.2672,10038,Lower Manhattan,Manhattan
10007,4701,2365,1954,139,66,122218,145,302,1083,86,35,1175,105,1994,0,128,1448,191,2.96,1.39,122218,3.09,6.42,23.04,1.83,0.75,24.99,2.23,42.41,0,2.72,30.79,4.06,0.046,0.0969,0.9809,0.1415,0.0254,0.7713,0.0088,0.0465,0.7051,0.7492,0.9412,0,0.9191,0.9431,0.7918,1.2653,0.852,1.4543,3.5952,7.1668,10007,Lower Manhattan,Manhattan
10006,3737,2610,2041,143,68,112263,13,53,437,61,54,1443,64,2519,0,196,1688,0,3.82,1.81,112263,0.34,1.42,11.71,1.64,1.44,38.61,1.7,67.41,0,5.24,45.16,0,0.091,0.2218,0.9726,0.0073,0.0058,0.0866,0.0078,0.1669,0.8227,0.686,0.9769,0,0.9853,0.9779,0,1.2927,0.2671,1.5087,2.9401,6.0086,10006,Lower Manhattan,Manhattan
10009,57861,31170,29632,13436,1346,50745,5219,8762,6450,7179,1707,28337,3998,28092,15,1289,24106,591,23.22,2.33,50745,9.02,15.14,11.15,12.41,2.95,48.98,6.91,48.55,0.03,2.23,41.66,1.02,0.9245,0.4015,0.8581,0.7424,0.2781,0.0788,0.4823,0.569,0.8702,0.9177,0.9485,0.2022,0.8937,0.972,0.498,2.9265,1.4082,1.7879,3.5144,9.637,10009,Lower East Side,Manhattan
10013,28883,14419,12165,3016,689,122587,4288,4554,4321,2189,405,13370,4444,10966,0,1161,9118,2637,10.44,2.39,122587,14.85,15.77,14.96,7.58,1.4,46.29,15.39,37.97,0,4.02,31.57,9.13,0.5122,0.4201,0.9814,0.9412,0.3266,0.1508,0.095,0.1596,0.8599,0.9706,0.9338,0,0.9691,0.9524,0.8888,2.8549,0.732,1.8305,3.7441,9.1615,10013,Greenwich Village and Soho,Manhattan
10012,22879,13513,11517,2343,497,105065,1025,3423,2023,1456,380,7163,972,11142,0,851,9384,1550,10.24,2.17,105065,4.48,14.96,8.84,6.36,1.66,31.31,4.25,48.7,0,3.72,41.01,6.78,0.4975,0.3462,0.9686,0.2693,0.2649,0.0504,0.0577,0.2257,0.7659,0.8677,0.949,0,0.9622,0.9711,0.8643,2.0816,0.5987,1.6336,3.7466,8.0605,10012,Greenwich Village and Soho,Manhattan
10003,51740,29879,25203,3720,1775,96763,1485,6249,3718,3644,474,15237,805,25872,0,892,19507,8611,7.19,3.43,96763,2.87,12.08,7.19,7.04,0.92,29.45,1.56,50,0,1.72,37.7,16.64,0.2908,0.7654,0.9589,0.1219,0.118,0.0347,0.0768,0.0675,0.7428,0.6689,0.9578,0,0.8486,0.9642,0.9309,2.137,0.297,1.4117,3.7015,7.5472,10003,Lower East Side,Manhattan
10014,30878,21490,18273,2257,1111,118618,379,4737,2837,2239,311,5386,94,16818,0,408,14231,615,7.31,3.6,118618,1.23,15.34,9.19,7.25,1.01,17.44,0.31,54.47,0,1.32,46.09,1.99,0.2982,0.806,0.9774,0.0244,0.2933,0.0533,0.0871,0.0832,0.6116,0.2551,0.9618,0,0.784,0.9804,0.6581,2.106,0.5169,0.8667,3.3843,6.8739,10014,Greenwich Village and Soho,Manhattan
10282,5242,2606,2091,178,88,139106,80,310,1629,154,86,1731,47,2593,0,161,1454,0,3.4,1.68,139106,1.52,5.91,31.08,2.94,1.64,33.03,0.89,49.46,0,3.07,27.75,0,0.0714,0.1753,0.9965,0.0362,0.0225,0.9941,0.0132,0.2184,0.7815,0.5205,0.9529,0,0.9358,0.9353,0,1.2794,1.2482,1.302,2.824,6.6536,10282,Lower Manhattan,Manhattan
10010,31925,18693,16439,3722,859,111967,1284,4699,3204,2564,189,10805,1080,17247,4,573,12764,2636,11.66,2.69,111967,4.02,14.72,10.03,8.03,0.59,33.84,3.38,54.02,0.01,1.8,39.98,8.26,0.5778,0.5445,0.9721,0.2198,0.2443,0.0621,0.119,0.0342,0.7913,0.8369,0.9613,0.1841,0.8555,0.9691,0.8834,2.3142,0.4596,1.6282,3.8534,8.2554,10010,Gramercy Park and Murray Hill,Manhattan
10011,51254,33076,28913,5381,1377,115049,2117,7771,4893,4183,869,15965,1540,28191,62,1198,23186,1273,10.5,2.69,115049,4.13,15.16,9.55,8.16,1.69,31.15,3,55,0.12,2.34,45.24,2.48,0.5146,0.5416,0.9765,0.2301,0.2786,0.0582,0.1297,0.2331,0.7649,0.8109,0.9622,0.3104,0.8991,0.9789,0.7017,2.2628,0.6996,1.5758,3.8523,8.3905,10011,Chelsea and Clinton,Manhattan
10016,46682,30829,25689,4694,1114,98020,1264,6617,3979,3101,318,16131,1493,28010,14,954,20937,2112,10.05,2.39,98020,2.71,14.18,8.52,6.64,0.68,34.55,3.2,60,0.03,2.04,44.85,4.52,0.4877,0.4206,0.9598,0.1077,0.2047,0.0489,0.067,0.0406,0.7948,0.8241,0.9691,0.2061,0.8775,0.9774,0.8168,1.9758,0.3612,1.6189,3.8469,7.8028,10016,Gramercy Park and Murray Hill,Manhattan
10001,21805,13989,12125,2933,663,103708,1168,3129,1737,1796,324,9409,1058,13071,12,488,10083,1100,13.45,3.04,103708,5.36,14.35,7.97,8.24,1.49,43.15,4.85,59.95,0.06,2.24,46.24,5.04,0.6851,0.666,0.9677,0.3574,0.213,0.044,0.138,0.1718,0.8432,0.8819,0.9686,0.2473,0.8942,0.9809,0.83,2.6762,0.5668,1.7251,3.921,8.8891,10001,Chelsea and Clinton,Manhattan
10017,15626,11986,9541,890,275,104786,390,3372,1209,1136,151,4961,256,11352,1,426,7499,231,5.69,1.76,104786,2.5,21.58,7.73,7.27,0.97,31.75,1.64,72.65,0.01,2.73,47.99,1.48,0.2061,0.2081,0.9681,0.0871,0.8124,0.0435,0.0881,0.0793,0.7678,0.6767,0.9818,0.1709,0.9196,0.9823,0.5891,1.4694,1.0233,1.4445,3.6437,7.5809,10017,Gramercy Park and Murray Hill,Manhattan
10018,7656,4953,4214,1153,167,95784,359,565,480,598,90,3817,472,4510,0,236,3477,123,15.06,2.18,95784,4.69,7.37,6.26,7.81,1.18,49.85,6.17,58.91,0,3.09,45.41,1.61,0.7683,0.3486,0.9559,0.2913,0.0318,0.0308,0.1062,0.1155,0.8756,0.9049,0.9652,0,0.9382,0.9794,0.6101,2.3641,0.2843,1.7805,3.4929,7.9218,10018,Chelsea and Clinton,Manhattan
10022,28981,22473,16849,1220,521,137916,497,8501,2557,2408,297,5736,294,20541,11,394,12067,473,4.21,1.8,137916,1.71,29.33,8.82,8.31,1.02,19.79,1.01,70.88,0.04,1.36,41.64,1.63,0.1155,0.2174,0.9951,0.0435,0.9554,0.0494,0.1439,0.0876,0.6429,0.5538,0.9813,0.2213,0.7972,0.9715,0.615,1.3715,1.2363,1.1967,3.5863,7.3908,10022,Gramercy Park and Murray Hill,Manhattan
10020,270,265,172,27,6,124922,9,51,12,24,1,108,9,243,0,6,144,1,9.86,2.39,124922,3.43,18.92,4.31,9.06,0.5,40.07,3.41,89.95,0,2.35,53.27,0.56,0.4755,0.4231,0.9823,0.1704,0.6454,0.0176,0.1949,0.0259,0.8295,0.8388,0.9936,0,0.9005,0.9897,0.3648,2.0513,0.8838,1.6683,3.2486,7.852,10020,Chelsea and Clinton,Manhattan
10036,25587,18934,15483,3702,948,86214,1661,3100,1893,2936,417,11514,1338,17489,30,431,13216,351,14.47,3.71,86214,6.49,12.12,7.4,11.48,1.63,45,5.23,68.35,0.12,1.69,51.65,1.37,0.735,0.832,0.9476,0.4784,0.1219,0.0367,0.3952,0.2154,0.8555,0.8878,0.9784,0.3075,0.8442,0.9867,0.569,2.993,0.7692,1.7433,3.6858,9.1913,10036,Chelsea and Clinton,Manhattan
10019,39834,29509,22869,5074,1454,99113,1674,6161,2985,3938,643,17725,1915,27264,23,1288,19085,493,12.74,3.65,99113,4.2,15.47,7.49,9.89,1.61,44.5,4.81,68.44,0.06,3.23,47.91,1.24,0.6395,0.8207,0.9613,0.2375,0.306,0.043,0.2654,0.2115,0.8506,0.8809,0.9789,0.2492,0.948,0.9818,0.5455,2.659,0.8259,1.7315,3.7034,8.9198,10019,Chelsea and Clinton,Manhattan
10065,27985,21366,15028,1741,442,146125,272,6512,3646,2019,353,5576,412,19532,0,568,10789,262,6.22,1.58,146125,0.97,23.27,13.03,7.21,1.26,19.92,1.47,69.8,0,2.03,38.55,0.94,0.235,0.1537,0.9975,0.0156,0.8697,0.1072,0.0832,0.1341,0.6449,0.6567,0.9804,0,0.8765,0.9662,0.4769,1.4018,1.1942,1.3016,3.3,7.1976,10065,Upper East Side,Manhattan
10021,42110,27471,22431,2082,535,135018,456,9319,7153,3582,527,9314,922,25023,0,771,15658,614,4.94,1.27,135018,1.08,22.13,16.99,8.51,1.25,22.12,2.19,59.42,0,1.83,37.18,1.46,0.1665,0.0685,0.9921,0.0181,0.8354,0.2282,0.1576,0.1317,0.6782,0.7453,0.9681,0,0.8584,0.9622,0.5842,1.2452,1.3529,1.4235,3.3729,7.3945,10021,Upper East Side,Manhattan
10075,26917,16617,14333,1495,278,142893,337,5420,4090,1825,323,5558,306,15242,24,732,10063,232,5.55,1.03,142893,1.25,20.14,15.2,6.78,1.2,20.65,1.14,56.63,0.09,2.72,37.39,0.86,0.1983,0.0411,0.997,0.0264,0.7345,0.162,0.0714,0.1219,0.6581,0.5915,0.9642,0.2869,0.9187,0.9627,0.4554,1.2628,1.0898,1.2496,3.5879,7.1901,10075,Upper East Side,Manhattan
10028,44514,26965,23591,2185,793,132844,618,9071,5911,3012,362,8280,536,25148,45,850,16722,422,4.91,1.78,132844,1.39,20.38,13.28,6.77,0.81,18.6,1.2,56.5,0.1,1.91,37.57,0.95,0.162,0.2154,0.9907,0.0293,0.7512,0.1145,0.071,0.0553,0.6278,0.6077,0.9637,0.2977,0.8667,0.9637,0.4809,1.3974,0.992,1.2355,3.5727,7.1976,10028,Upper East Side,Manhattan
10023,64330,43478,34698,4916,1644,112433,1150,13306,9054,5177,851,17508,1107,38669,0,1168,24782,1620,7.64,2.56,112433,1.79,20.68,14.07,8.05,1.32,27.22,1.72,60.11,0,1.82,38.52,2.52,0.3256,0.4921,0.9735,0.0504,0.7673,0.1322,0.1204,0.1444,0.7242,0.6885,0.9696,0,0.857,0.9657,0.7042,1.8416,1.1643,1.4127,3.4965,7.9151,10023,Upper West Side,Manhattan
10026,38146,16533,15061,9781,1418,42628,5075,3975,7229,4052,1703,30782,1635,13665,56,718,11680,1091,25.64,3.72,42628,13.3,10.42,18.95,10.62,4.46,80.69,4.29,35.82,0.15,1.88,30.62,2.86,0.9407,0.833,0.7871,0.9157,0.0749,0.3633,0.3212,0.8658,0.9539,0.8702,0.9309,0.3192,0.8628,0.9427,0.7384,3.4765,1.6252,1.8241,3.794,10.7198,10026,Central Harlem,Manhattan
10024,59759,34350,29228,3967,1034,109782,2196,11556,10161,4969,775,14107,1514,28874,0,763,20724,929,6.64,1.73,109782,3.67,19.34,17,8.32,1.3,23.61,2.53,48.32,0,1.28,34.68,1.55,0.2585,0.1939,0.9701,0.1944,0.6807,0.2291,0.1449,0.1415,0.6895,0.781,0.948,0,0.7757,0.9578,0.6028,1.6169,1.1962,1.4705,3.2843,7.5679,10024,Upper West Side,Manhattan
10128,60662,34975,30775,4083,1387,101551,1663,11720,8736,4907,1002,17698,1106,32665,0,1093,21933,833,6.73,2.29,101551,2.74,19.32,14.4,8.09,1.65,29.17,1.82,53.85,0,1.8,36.16,1.37,0.2649,0.3878,0.9652,0.1101,0.6792,0.1371,0.1253,0.2208,0.7414,0.7042,0.9608,0,0.856,0.9593,0.568,1.728,1.1624,1.4456,3.3441,7.6801,10128,Upper East Side,Manhattan
10069,5733,3501,3067,788,133,88308,305,1358,863,658,184,2548,346,3382,0,158,2145,0,13.74,2.32,88308,5.32,23.69,15.05,11.48,3.21,44.44,6.04,58.98,0,2.76,37.41,0,0.7007,0.3956,0.95,0.355,0.8868,0.1576,0.3966,0.6488,0.8501,0.9035,0.9657,0,0.9206,0.9632,0,2.4013,2.0898,1.7536,2.8495,9.0942,10069,Upper West Side,Manhattan
10029,77383,34148,31723,23591,3689,35294,13344,10257,14981,11824,4107,65251,8995,30163,36,2522,25735,2935,30.49,4.77,35294,17.24,13.25,19.36,15.28,5.31,84.32,11.62,38.98,0.05,3.26,33.26,3.79,0.9627,0.9387,0.6467,0.9662,0.1616,0.3961,0.736,0.9338,0.9618,0.9544,0.9368,0.2316,0.9485,0.9544,0.7859,3.5143,2.2275,1.9162,3.8572,11.5152,10029,East Harlem,Manhattan
10025,92900,47962,41433,13014,3458,71775,6986,18712,13036,10382,1995,42235,5520,43781,48,1414,30374,6073,14.01,3.72,71775,7.52,20.14,14.03,11.18,2.15,45.46,5.94,47.13,0.05,1.52,32.7,6.54,0.714,0.8339,0.93,0.6057,0.7355,0.1312,0.3609,0.3423,0.8574,0.903,0.9471,0.2424,0.8197,0.9534,0.8628,3.0836,1.5699,1.7604,3.8254,10.2393,10025,Upper West Side,Manhattan
10035,38707,16064,14839,15019,1358,27262,8285,4777,8272,6020,2276,35011,4392,13227,24,1243,11968,3003,38.8,3.51,27262,21.41,12.34,21.37,15.55,5.88,90.45,11.35,34.17,0.06,3.21,30.92,7.76,0.9882,0.782,0.2818,0.9892,0.1302,0.6141,0.7561,0.949,0.9725,0.9524,0.9289,0.2571,0.9466,0.951,0.8765,3.0412,2.4494,1.9249,3.9601,11.3756,10035,East Harlem,Manhattan
10027,62449,25671,23012,16641,1649,33576,6305,6291,11129,5813,2748,47357,3224,20791,0,1312,17755,6211,26.65,2.64,33576,10.1,10.07,17.82,9.31,4.4,75.83,5.16,33.29,0,2.1,28.43,9.95,0.9461,0.5293,0.5949,0.8139,0.067,0.2771,0.2164,0.8594,0.9412,0.8863,0.9285,0,0.8805,0.9373,0.8986,2.8842,1.4199,1.8275,3.6449,9.7765,10027,Central Harlem,Manhattan
10037,20691,10799,9858,4689,1131,33010,2043,3222,4480,2366,1103,19235,741,9621,0,530,7639,410,22.66,5.46,33010,9.88,15.57,21.65,11.44,5.33,92.96,3.58,46.5,0,2.56,36.92,1.98,0.9221,0.9681,0.5782,0.8021,0.3129,0.6454,0.3907,0.9343,0.9799,0.8472,0.9451,0,0.9123,0.9608,0.6567,3.2705,2.2833,1.8271,3.4749,10.8558,10037,Central Harlem,Manhattan
10039,27601,11843,11145,7511,2006,30392,3682,2696,6803,3678,2072,25938,2406,11089,0,780,9053,307,27.21,7.27,30392,13.34,9.77,24.65,13.33,7.51,93.97,8.72,40.18,0,2.83,32.8,1.11,0.95,0.9921,0.4559,0.9162,0.0617,0.8819,0.5749,0.9774,0.9813,0.9382,0.9373,0.1552,0.9231,0.9539,0.519,3.3142,2.4959,1.9195,3.4885,11.2181,10039,Central Harlem,Manhattan
10030,29103,13688,12439,7818,1947,38746,4213,2910,5127,4219,1454,25330,1788,10685,0,855,9829,723,26.86,6.69,38746,14.48,10,17.62,14.5,5,87.04,6.15,36.72,0,2.94,33.77,2.48,0.948,0.9848,0.7201,0.9314,0.0656,0.2659,0.6709,0.9123,0.9671,0.9045,0.9324,0,0.9333,0.9549,0.7022,3.5843,1.9147,1.8716,3.5228,10.8934,10030,Central Harlem,Manhattan
10031,59888,23423,21703,13838,2261,24710,11176,6631,10414,6658,2059,49903,9274,19895,18,1916,17136,534,23.11,3.78,24710,18.66,11.07,17.39,11.12,3.44,83.33,15.49,33.22,0.03,3.2,28.61,0.89,0.924,0.8452,0.155,0.9715,0.0915,0.2492,0.3574,0.6983,0.9588,0.9715,0.9275,0.2095,0.9461,0.9382,0.4637,2.8957,1.3964,1.9303,3.485,9.7074,10031,Inwood and Washington Heights,Manhattan
10032,65384,23172,21808,14742,3354,24777,15111,8532,9533,9318,1669,55989,16324,21518,58,2548,17144,1074,22.55,5.13,24777,23.11,13.05,14.58,14.25,2.55,85.63,24.97,32.91,0.09,3.9,26.22,1.64,0.9216,0.9593,0.158,0.9951,0.1532,0.141,0.6518,0.4598,0.9642,0.9951,0.926,0.2859,0.9662,0.9289,0.616,3.034,1.4058,1.9593,3.723,10.1221,10032,Inwood and Washington Heights,Manhattan
10044,11682,5427,4748,1174,354,45724,887,2238,1445,928,64,7234,765,5355,0,479,3758,1583,10.05,3.03,45724,7.59,19.16,12.37,7.94,0.55,61.92,6.55,45.84,0,4.1,32.17,13.55,0.4872,0.662,0.8189,0.6111,0.6625,0.0954,0.1155,0.0308,0.9152,0.9113,0.9436,0,0.9711,0.9529,0.9191,2.5792,0.9042,1.8265,3.7867,9.0966,10044,Upper East Side,Manhattan
10033,59420,20862,19679,11565,3188,26866,12060,8111,10614,8003,1984,45530,15502,19720,7,2343,14594,817,19.46,5.37,26866,20.3,13.65,17.86,13.47,3.34,76.62,26.09,33.19,0.01,3.94,24.56,1.38,0.8932,0.9666,0.2607,0.9843,0.1777,0.2791,0.5866,0.6811,0.9441,0.9965,0.927,0.1831,0.9676,0.9236,0.5695,3.1048,1.7245,1.9406,3.5708,10.3407,10033,Inwood and Washington Heights,Manhattan
10040,44105,16966,15894,9118,2466,30249,8383,7365,7734,5081,1411,34527,10636,16368,2,1889,12187,1645,20.67,5.59,30249,19.01,16.7,17.54,11.52,3.2,78.28,24.11,37.11,0,4.28,27.63,3.73,0.9089,0.9715,0.4476,0.973,0.4128,0.258,0.4025,0.6429,0.9471,0.9941,0.9329,0.1674,0.974,0.9343,0.7835,3.301,1.7162,1.9412,3.7921,10.7505,10040,Inwood and Washington Heights,Manhattan
10034,42702,16557,16011,8402,1836,26569,7848,5772,8363,5079,1942,34324,9230,15895,0,2317,11951,37,19.67,4.3,26569,18.38,13.52,19.58,11.89,4.55,80.38,21.61,37.22,0,5.43,27.99,0.09,0.8961,0.901,0.2441,0.9701,0.1718,0.4216,0.4348,0.8731,0.9524,0.9902,0.9333,0,0.9862,0.9368,0.1253,3.0113,1.9013,1.9426,2.9816,9.8368,10034,Inwood and Washington Heights,Manhattan
10280,8740,4925,4218,302,189,115060,95,776,1806,325,130,2691,91,4910,0,333,3219,0,3.45,2.16,115060,1.09,8.88,20.66,3.71,1.48,30.78,1.04,56.17,0,3.81,36.83,0,0.0754,0.3423,0.977,0.0186,0.0484,0.5288,0.0166,0.1709,0.7624,0.5666,0.9632,0,0.9657,0.9603,0,1.4133,0.7647,1.329,2.8892,6.3962,10280,Lower Manhattan,Manhattan
11109,5734,3678,2696,363,143,79967,84,190,970,146,48,2360,329,3546,0,191,1735,143,6.33,2.49,79967,1.47,3.31,16.91,2.55,0.84,41.16,5.73,61.85,0,3.33,30.26,2.49,0.2428,0.4666,0.9417,0.0337,0.0151,0.2238,0.0107,0.0572,0.8334,0.8986,0.9711,0,0.952,0.9422,0.7027,1.6848,0.3068,1.732,3.568,7.2916,11109,Northwest Queens,Queens
11101,31314,17516,13897,5725,1378,32565,3062,2715,5419,2232,1060,20733,3018,13037,15,1052,9700,473,18.28,4.4,32565,9.78,8.67,17.3,7.13,3.39,66.21,9.64,41.63,0.05,3.36,30.98,1.51,0.8687,0.9094,0.5572,0.7943,0.044,0.2443,0.0793,0.6885,0.9255,0.9422,0.9402,0.2335,0.9524,0.9515,0.5959,3.1296,1.0561,1.8677,3.6735,9.7269,11101,Northwest Queens,Queens
11418,37569,11680,10810,5602,1071,28815,5633,4242,8801,3028,1183,31354,5273,2916,15,1287,3790,391,14.91,2.85,28815,14.99,11.29,23.43,8.06,3.15,83.46,14.04,7.76,0.04,3.43,10.09,1.04,0.7556,0.5984,0.3806,0.9431,0.0969,0.7987,0.1229,0.6253,0.9598,0.9657,0.83,0.2242,0.9554,0.8565,0.5019,2.6777,1.6438,1.9255,3.368,9.615,11418,Southwest Queens,Queens
11106,38821,19392,17174,5463,1710,35091,4210,5107,5744,4064,806,22481,3768,11368,54,1198,10722,211,14.07,4.4,35091,10.84,13.16,14.8,10.47,2.08,57.91,9.71,29.28,0.14,3.08,27.62,0.54,0.7159,0.9103,0.6418,0.8452,0.1571,0.1449,0.3075,0.3227,0.9054,0.9427,0.9196,0.3143,0.9373,0.9338,0.3579,3.1132,0.9322,1.8481,3.4629,9.3564,11106,Northwest Queens,Queens
11102,31828,16777,13603,5350,1144,38720,3520,3869,4782,3032,625,17493,2731,8341,0,875,8392,316,16.81,3.6,38720,11.06,12.16,15.03,9.53,1.96,54.96,8.58,26.21,0,2.75,26.37,0.99,0.8369,0.805,0.7186,0.8599,0.1229,0.1557,0.2326,0.2967,0.8966,0.9368,0.9089,0,0.9201,0.9299,0.4931,3.2204,0.8079,1.8334,3.252,9.1137,11102,Northwest Queens,Queens
11103,34662,17419,15005,4068,1458,37351,3375,3903,4145,2823,708,15314,3315,5833,37,900,9309,99,11.74,4.21,37351,9.74,11.26,11.96,8.14,2.04,44.18,9.56,16.83,0.11,2.6,26.86,0.28,0.5817,0.8932,0.6942,0.7899,0.0959,0.0896,0.1292,0.3139,0.8476,0.9412,0.8829,0.3021,0.9152,0.9324,0.237,2.959,0.6286,1.7888,3.2696,8.646,11103,Northwest Queens,Queens
