zcta,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
1503,2957,3,2,11,13,18,2,8,26,4,4,15,7,43,1,2.68,9.62,0.61,5.48,0.46,14.84,1.11,3.21,3.58,37.10,1.08,6.73,0.00
1504,9078,24,14,33,20,38,32,42,13,47,47,6,31,32,22,5.74,13.98,1.04,8.82,4.14,29.70,0.60,7.52,7.81,35.31,4.25,4.63,0.63
1505,4432,2,4,5,21,17,3,4,1,9,9,9,13,42,37,3.34,7.22,1.15,5.24,1.05,11.31,0.00,4.13,4.55,35.94,1.87,6.72,1.42
1506,3405,22,29,48,14,43,18,19,1,21,21,40,2,14,1,8.94,16.76,0.62,9.59,2.88,20.79,0.00,5.45,6.18,39.53,0.03,1.88,0.00
1507,13215,10,9,17,18,18,21,17,1,64,64,9,4,32,33,4.68,10.84,0.93,5.37,3.12,19.84,0.00,9.06,9.09,35.97,0.68,4.74,1.18
1510,13727,56,30,64,18,43,82,76,58,45,45,33,65,58,37,9.11,20.00,0.94,9.58,11.62,45.89,2.59,7.32,6.40,38.95,14.74,10.91,1.42
1515,2198,11,14,2,1,25,5,19,46,41,41,86,7,18,1,5.87,4.29,0.00,6.57,1.33,20.68,1.93,7.06,7.47,43.36,1.05,2.41,0.00
1516,8650,11,4,64,11,9,3,11,12,38,38,1,40,11,17,3.32,19.95,0.45,3.73,0.87,16.77,0.58,6.83,6.23,30.28,5.75,1.43,0.45
1518,2951,19,30,7,1,7,48,51,31,21,21,70,13,51,72,9.12,8.28,0.00,3.26,5.69,33.31,1.32,5.40,5.37,41.61,1.83,8.57,5.36
1519,6301,4,9,2,47,7,36,20,1,3,3,18,6,49,1,4.73,4.44,4.25,3.25,4.53,21.27,0.00,2.81,3.41,37.50,0.94,8.21,0.00
1520,14929,4,5,11,20,16,31,3,7,20,20,15,22,44,36,3.62,9.48,1.02,5.01,4.02,9.12,0.35,5.33,5.41,37.08,2.86,7.08,1.33
1521,2498,17,22,31,23,22,4,7,65,53,53,4,21,18,16,7.42,13.65,1.24,6.15,1.20,14.23,3.11,8.06,8.99,34.23,2.76,2.48,0.40
1522,3089,2,1,3,25,2,16,6,1,38,38,16,7,40,1,0.78,6.16,1.42,1.60,2.72,12.64,0.00,6.82,6.22,37.29,1.17,6.28,0.00
1523,7877,24,31,51,57,46,3,14,13,37,37,8,42,37,50,9.26,17.17,6.39,10.27,1.11,18.31,0.62,6.74,6.15,35.81,6.28,5.74,2.26
1524,6827,20,20,22,9,45,16,35,1,36,36,28,26,31,60,7.01,11.89,0.32,9.99,2.71,27.07,0.00,6.63,6.22,38.60,3.46,4.44,3.32
1525,138,24,1,91,1,1,1,46,1,100,100,1,1,56,1,0.00,30.30,0.00,0.00,0.00,31.51,0.00,29.81,26.27,17.39,0.00,10.14,0.00
1527,13391,20,20,27,11,39,5,35,33,26,26,72,21,41,44,7.10,12.82,0.49,8.97,1.34,27.30,1.38,5.79,5.96,41.83,2.85,6.47,1.82
1529,3208,27,28,47,23,57,16,25,1,32,32,6,20,25,16,8.55,16.47,1.28,12.56,2.64,23.37,0.00,6.28,6.10,35.07,2.71,3.46,0.38
1531,1133,10,10,41,14,22,10,3,1,50,50,7,11,18,1,5.02,15.55,0.62,6.07,2.04,9.18,0.00,7.82,7.77,35.57,1.59,2.38,0.00
1532,14814,5,3,19,26,11,22,15,7,14,14,11,23,64,33,3.14,11.34,1.49,4.10,3.25,18.64,0.33,4.74,4.47,36.47,3.04,12.77,1.19
1534,6378,20,13,30,9,22,67,28,15,38,38,9,39,28,21,5.60,13.38,0.33,6.15,8.00,24.57,0.70,6.81,5.58,35.94,5.72,3.98,0.61
1535,4734,22,14,39,19,29,25,43,20,36,36,21,4,23,18,5.79,15.01,0.97,7.32,3.52,30.27,0.88,6.63,6.49,37.92,0.65,3.15,0.49
1536,7634,11,25,16,31,14,8,22,5,40,40,11,35,52,33,8.08,10.77,1.93,4.69,1.79,22.27,0.18,6.90,6.23,36.40,4.93,8.86,1.17
1537,2444,33,60,50,1,49,1,13,1,46,46,98,59,35,42,15.96,17.08,0.00,10.93,0.00,17.51,0.00,7.45,6.98,47.75,11.58,5.36,1.69
1540,11112,18,29,43,10,19,20,34,1,11,11,43,39,27,21,8.81,15.77,0.38,5.58,3.06,26.64,0.00,4.41,3.57,39.73,5.57,3.87,0.59
1541,3456,4,22,11,17,1,1,5,12,35,35,2,38,38,1,7.49,9.40,0.81,0.77,0.00,12.38,0.56,6.54,6.46,32.81,5.50,5.96,0.00
1542,2110,14,1,14,14,54,23,29,1,25,25,27,6,40,1,1.90,10.21,0.66,12.00,3.36,24.84,0.00,5.72,5.55,38.48,0.95,6.21,0.00
1543,8316,2,2,5,9,1,16,8,9,27,27,3,13,25,1,2.45,7.06,0.31,1.15,2.66,14.25,0.45,5.88,6.04,33.55,1.82,3.44,0.00
1545,35963,15,9,22,42,18,31,33,47,20,20,18,24,78,80,4.69,11.99,3.37,5.42,4.09,26.51,1.99,5.34,5.09,37.62,3.21,20.85,7.55
1550,16802,81,63,86,33,77,87,87,31,74,74,53,83,34,85,16.86,27.33,2.17,18.81,13.64,55.92,1.30,10.35,9.74,40.35,32.13,5.09,10.00
1560,4558,40,25,69,45,26,17,77,35,46,46,23,47,74,52,8.03,21.46,3.84,6.80,2.82,46.69,1.47,7.48,5.70,38.13,7.48,18.47,2.46
1561,141,54,38,73,1,1,1,100,100,96,96,80,1,100,1,10.64,22.41,0.00,0.00,0.00,100.00,60.34,17.05,60.00,42.55,0.00,67.38,0.00
1562,11773,39,41,30,14,52,66,50,1,38,38,24,41,31,36,11.42,13.51,0.62,11.48,7.82,32.69,0.00,6.78,5.76,38.20,6.11,4.48,1.33
1564,7896,7,10,5,22,17,24,9,41,16,16,17,27,33,1,4.92,7.19,1.19,5.30,3.42,15.36,1.71,5.03,5.93,37.46,3.53,4.88,0.00
1566,6469,2,2,10,10,17,6,5,1,8,8,35,22,40,30,2.29,9.13,0.39,5.34,1.54,12.06,0.00,4.00,4.13,39.17,2.98,6.26,1.04
1568,7468,11,11,40,7,9,31,13,1,40,40,4,22,24,1,5.04,15.20,0.23,3.85,4.06,17.89,0.00,6.96,6.10,34.32,2.89,3.35,0.00
1569,13828,16,18,25,36,9,29,16,42,72,72,11,8,33,37,6.67,12.51,2.54,3.83,3.83,19.51,1.76,10.10,8.71,36.49,1.21,4.96,1.41
1570,16827,76,58,83,48,71,82,77,38,76,76,93,55,60,68,15.49,25.71,4.34,16.42,11.46,46.89,1.60,10.70,9.81,44.98,9.75,11.48,4.33
1571,11515,35,34,54,30,39,32,25,48,55,55,16,12,49,61,9.93,17.85,1.82,8.96,4.14,23.16,2.01,8.26,8.92,37.23,1.75,8.10,3.34
1581,18611,19,7,4,24,9,50,61,75,13,13,11,34,81,59,4.28,6.59,1.36,3.82,5.89,37.60,4.23,4.67,4.05,36.54,4.70,23.42,3.07
1583,7442,21,27,30,55,47,31,13,12,30,30,1,43,29,32,8.54,13.41,5.76,10.37,4.06,17.64,0.56,6.13,5.86,30.31,6.42,4.19,1.12
1585,4664,30,21,42,33,37,49,32,24,61,61,73,6,22,1,7.27,15.70,2.08,8.59,5.74,26.22,1.06,8.83,8.03,41.92,0.90,3.04,0.00
1588,9668,38,31,53,36,39,47,62,11,26,26,88,21,30,22,9.19,17.57,2.45,8.89,5.54,38.27,0.53,5.83,6.33,43.74,2.83,4.28,0.64
1590,9080,4,5,30,15,16,9,4,1,3,3,6,2,16,1,3.72,13.43,0.74,5.03,1.91,11.12,0.00,2.86,2.97,35.19,0.02,2.20,0.00
1602,23709,50,50,49,61,40,73,66,21,38,38,83,61,79,86,13.60,16.81,7.49,9.02,9.02,40.24,0.93,6.78,6.53,43.00,12.32,21.48,10.22
1603,20053,89,78,87,62,82,90,85,67,82,82,26,74,81,94,21.85,27.95,7.71,20.73,16.70,53.20,3.22,11.67,11.32,38.44,21.04,23.28,16.55
1604,35441,83,74,90,74,57,89,86,69,69,69,75,70,78,85,20.38,30.00,13.59,12.74,15.12,53.90,3.45,9.63,9.15,42.08,17.72,20.60,9.82
1605,28242,93,88,96,76,73,94,95,70,74,74,92,80,82,91,27.11,34.91,15.02,17.39,22.11,68.73,3.58,10.36,11.08,44.55,27.87,24.40,14.42
1606,19209,42,35,61,67,30,62,48,34,56,56,33,49,68,72,10.06,19.21,9.87,7.35,7.19,31.97,1.42,8.37,9.56,38.97,8.02,14.64,5.25
1607,9288,81,61,87,77,66,85,88,68,77,77,44,63,75,84,16.45,27.42,15.92,14.90,12.70,56.30,3.37,10.73,11.19,39.77,13.51,18.60,9.33
1608,3275,100,100,100,80,94,98,100,89,97,97,97,92,86,100,47.74,55.62,17.98,30.25,40.13,96.73,7.93,17.92,14.17,46.60,54.38,27.60,40.47
1609,20916,86,86,69,66,78,93,91,55,60,60,88,67,74,91,25.72,21.44,9.48,19.25,20.98,60.52,2.40,8.74,8.11,43.76,15.81,18.47,13.68
1610,23912,99,97,100,69,91,96,99,83,91,91,70,86,87,95,36.58,45.49,10.93,27.02,31.71,83.97,5.71,14.31,9.88,41.61,37.51,29.29,18.28
1611,2548,28,7,55,57,23,35,56,58,24,24,2,51,56,82,4.12,17.94,6.44,6.17,4.42,35.06,2.59,5.66,6.05,31.71,8.44,10.01,8.41
1612,4895,2,3,12,34,12,15,3,18,3,3,5,59,33,1,3.08,9.75,2.19,4.39,2.59,9.81,0.80,2.98,3.02,34.59,11.15,4.96,0.00
1701,31949,10,13,21,51,11,35,18,25,17,17,63,43,77,70,5.64,11.80,4.83,4.20,4.42,20.44,1.09,5.08,4.81,41.05,6.44,19.92,4.91
1702,38573,79,62,73,58,73,85,94,70,39,39,88,76,90,95,16.68,22.44,6.73,17.28,12.89,66.26,3.60,6.89,5.82,43.70,22.99,31.95,17.78
1718,415,4,1,16,83,1,1,23,1,47,47,99,1,82,1,0.00,10.69,21.69,0.00,0.00,22.54,0.00,7.50,10.65,49.40,0.00,24.10,0.00
1719,5137,7,9,28,11,1,2,28,17,26,26,2,9,79,47,4.73,13.02,0.43,0.28,0.81,24.56,0.76,5.83,8.41,32.02,1.44,21.67,2.05
1720,22436,5,3,3,22,5,28,27,28,13,13,2,13,83,64,3.16,5.66,1.21,2.65,3.79,24.07,1.19,4.64,5.10,31.61,1.91,25.16,3.78
1721,17159,3,6,7,38,10,12,18,5,14,14,30,33,71,60,3.93,8.29,2.78,3.95,2.26,20.22,0.23,4.80,4.25,38.73,4.55,16.22,3.31
1730,13847,13,5,4,29,4,49,40,60,28,28,28,36,70,64,3.69,6.99,1.79,2.38,5.81,29.09,2.69,5.96,5.64,38.59,5.16,15.79,3.78
1731,2082,31,13,59,36,1,3,100,1,77,77,98,60,18,78,5.58,18.93,2.45,0.21,1.05,99.30,0.00,10.78,4.57,48.32,11.82,2.50,6.64
1740,5067,1,1,10,10,5,6,2,1,8,8,3,27,48,1,1.82,9.05,0.37,2.90,1.48,6.92,0.00,4.09,4.20,33.35,3.53,8.03,0.00
1741,5074,1,2,1,1,1,3,1,11,27,27,1,9,65,36,2.44,2.85,0.00,1.43,1.02,4.09,0.51,5.88,4.87,30.41,1.42,13.26,1.36
1742,19345,10,13,5,38,21,49,24,5,9,9,8,36,53,20,5.58,7.11,2.73,5.96,5.75,22.95,0.17,4.14,3.22,35.83,5.12,9.17,0.55
1745,373,3,1,6,1,1,1,1,1,99,99,100,1,82,82,0.00,7.69,0.00,0.00,0.00,6.77,0.00,21.59,13.91,54.69,0.00,24.40,8.27
1746,14197,6,6,19,20,6,19,10,20,34,34,14,26,47,34,3.87,11.25,1.02,2.95,2.94,15.80,0.87,6.48,5.72,36.93,3.45,7.64,1.23
1747,5942,14,2,13,9,35,74,23,1,18,18,31,37,44,64,2.35,10.03,0.34,8.15,9.25,22.62,0.00,5.20,5.14,38.83,5.25,7.07,3.80
1748,15925,2,2,5,20,3,13,6,13,20,20,2,10,44,28,2.33,7.09,1.02,2.21,2.32,12.98,0.61,5.32,5.15,32.69,1.53,7.03,0.94
1749,19602,21,15,31,28,42,33,27,38,18,18,51,29,71,73,5.98,13.62,1.62,9.52,4.19,24.10,1.58,5.14,5.07,40.23,3.84,16.30,5.49
1752,39425,43,21,46,34,49,63,71,51,21,21,51,65,82,86,7.29,16.30,2.20,10.89,7.37,43.17,2.17,5.38,5.06,40.25,14.22,24.33,10.12
1754,10459,22,29,32,38,13,35,45,22,26,26,28,33,60,11,8.95,13.70,2.77,4.46,4.44,30.91,0.98,5.82,3.87,38.58,4.52,11.62,0.16
1756,5938,3,1,4,11,11,7,4,1,58,58,3,15,31,17,1.71,6.80,0.47,4.20,1.76,11.29,0.00,8.52,7.82,33.43,2.09,4.50,0.45
1757,28543,44,40,48,37,34,69,52,55,29,29,27,56,69,73,11.09,16.67,2.68,8.12,8.38,33.50,2.38,6.05,5.65,38.51,10.09,15.52,5.44
1760,34683,9,6,11,25,5,53,38,14,6,6,27,27,67,54,4.02,9.50,1.43,2.69,6.16,28.10,0.68,3.64,4.24,38.51,3.66,14.10,2.64
1770,4245,1,1,2,1,1,4,2,1,2,2,5,13,48,31,1.30,4.28,0.00,1.42,1.16,8.08,0.00,2.50,3.66,34.70,1.88,7.94,1.10
1772,9536,2,5,8,27,4,10,3,24,15,15,3,15,71,27,3.67,8.42,1.57,2.49,2.11,10.27,1.04,4.84,5.13,33.62,2.11,16.11,0.88
1773,5262,2,5,1,38,4,34,10,1,2,2,26,41,76,43,3.57,1.96,2.83,2.56,4.30,15.78,0.00,2.35,0.64,38.37,6.04,19.56,1.78
1775,6957,2,8,15,4,1,24,2,1,12,12,16,30,46,1,4.51,10.56,0.01,0.75,3.39,8.63,0.00,4.57,4.42,37.24,4.08,7.46,0.00
1776,18397,1,1,2,11,1,10,1,1,11,11,5,11,57,35,1.57,5.56,0.48,1.41,2.03,5.86,0.00,4.37,4.23,34.60,1.65,10.34,1.27
1778,13562,2,8,2,7,1,46,5,1,9,9,17,16,72,47,4.52,4.39,0.19,1.53,5.45,12.24,0.00,4.13,4.31,37.41,2.19,16.99,2.01
1801,39609,39,22,44,51,22,63,67,67,37,37,61,24,72,62,7.41,16.03,4.85,6.00,7.39,40.54,3.26,6.69,6.33,40.88,3.20,16.74,3.44
1803,25467,19,12,9,42,22,54,42,44,32,32,60,15,75,67,5.25,8.85,3.41,6.08,6.25,29.85,1.84,6.34,5.83,40.84,2.09,18.99,4.24
1810,34616,7,8,10,28,4,37,17,25,22,22,17,27,70,64,4.59,9.27,1.68,2.53,4.58,19.84,1.08,5.50,4.91,37.41,3.64,15.59,3.73
1821,31607,15,14,19,26,23,34,16,47,32,32,44,15,50,26,5.82,11.38,1.46,6.31,4.30,19.20,1.97,6.31,6.09,39.76,2.12,8.35,0.85
1824,25669,3,4,5,11,8,30,8,11,14,14,27,20,55,34,3.23,7.47,0.44,3.64,3.95,14.39,0.53,4.77,5.21,38.53,2.62,9.86,1.24
1826,30633,21,8,43,36,39,39,19,36,26,26,27,37,48,36,4.57,15.88,2.50,8.95,4.72,20.55,1.52,5.80,6.00,38.45,5.21,7.99,1.32
1827,3343,1,1,5,1,4,3,1,1,8,8,1,3,36,28,2.15,7.40,0.00,2.51,1.02,2.38,0.00,4.11,3.18,30.60,0.36,5.47,0.94
1830,26499,77,60,85,32,64,85,77,62,65,65,56,72,55,69,16.11,26.80,2.00,14.42,12.65,46.81,2.89,9.25,9.83,40.53,19.25,9.95,4.70
1832,22397,62,37,80,27,59,79,57,51,68,68,29,78,55,66,10.58,24.59,1.56,13.15,10.25,35.63,2.20,9.50,8.36,38.68,24.28,9.67,4.11
1833,8441,4,2,2,6,6,20,11,53,5,5,7,5,26,1,2.69,5.43,0.13,3.10,3.08,16.40,2.28,3.46,3.72,35.40,0.86,3.59,0.00
1834,6646,2,2,6,16,10,4,17,9,13,13,8,20,23,35,2.62,7.66,0.77,3.86,1.26,19.62,0.42,4.66,4.48,35.69,2.65,3.20,1.26
1835,13183,28,21,53,29,11,47,40,47,41,41,21,48,41,32,7.18,17.68,1.74,4.18,5.53,29.02,1.95,7.04,6.57,37.87,7.57,6.39,1.13
1840,5165,100,97,98,44,98,99,100,72,93,93,98,99,96,100,37.85,39.84,3.78,39.36,49.20,95.79,3.81,14.86,20.88,47.55,85.91,40.66,43.36
1841,48242,99,92,98,36,96,95,97,83,90,90,43,98,96,99,29.84,40.71,2.42,33.99,25.80,72.99,5.72,13.85,13.81,39.72,82.16,40.82,30.28
1843,25397,95,83,98,44,89,90,93,83,77,77,70,95,88,93,23.90,39.39,3.70,25.40,16.59,63.60,5.59,10.82,9.16,41.68,63.37,30.14,15.61
1844,48607,43,34,50,28,51,60,39,42,51,51,38,77,71,75,9.83,17.03,1.63,11.31,7.02,28.71,1.76,7.88,7.51,39.41,23.28,16.44,6.02
1845,29271,16,11,26,25,8,53,36,19,37,37,10,37,59,36,5.19,12.78,1.41,3.48,6.20,27.39,0.84,6.68,4.63,36.26,5.25,11.19,1.37
1850,16006,83,69,87,64,71,90,83,59,78,78,69,76,70,91,18.81,27.60,8.40,16.55,16.68,51.17,2.63,10.94,11.36,41.58,22.69,15.64,13.65
1851,30022,90,69,87,59,90,86,90,84,82,82,28,63,93,92,18.62,27.54,7.02,25.88,13.42,58.83,6.13,11.75,10.09,38.57,13.09,35.47,15.09
1852,33822,85,69,81,58,77,92,87,59,80,80,31,71,83,90,18.88,24.97,6.64,18.84,19.06,54.97,2.62,11.29,9.62,38.79,18.25,24.55,12.88
1854,29557,92,81,91,55,83,92,91,83,73,73,71,74,81,91,22.99,30.32,5.94,21.30,18.65,60.57,5.78,10.18,10.71,41.77,20.54,22.88,14.08
1860,6601,11,16,30,5,6,20,8,8,68,68,37,14,22,1,6.20,13.37,0.12,3.08,3.09,14.56,0.40,9.53,9.93,39.27,2.00,2.98,0.00
1862,10985,11,6,25,42,41,9,8,12,34,34,19,40,52,48,3.91,12.50,3.42,9.30,1.90,14.58,0.56,6.46,6.27,37.68,5.93,9.03,2.11
1863,9088,11,6,21,14,14,48,21,18,31,31,82,25,65,45,3.92,11.78,0.62,4.76,5.65,21.78,0.81,6.24,5.09,42.79,3.26,13.42,1.88
1864,15396,2,4,2,18,6,7,6,16,23,23,5,7,45,25,3.35,4.25,0.93,3.10,1.68,12.89,0.75,5.54,5.41,34.55,1.16,7.29,0.78
1867,24852,3,3,2,18,7,37,16,8,10,10,14,18,51,18,2.88,4.52,0.93,3.32,4.55,19.47,0.37,4.34,4.18,36.93,2.43,8.69,0.48
1876,29479,7,10,11,16,22,25,7,17,23,23,28,14,39,23,4.88,9.39,0.79,6.00,3.55,14.11,0.79,5.55,5.22,38.60,1.96,6.11,0.69
1879,12053,10,9,21,12,13,18,5,56,38,38,2,12,43,17,4.63,11.75,0.50,4.55,2.85,12.39,2.45,6.82,6.27,32.10,1.73,6.74,0.45
1880,25819,13,9,12,18,23,28,30,43,22,22,53,25,48,52,4.68,9.79,0.93,6.28,3.75,25.25,1.81,5.51,5.41,40.39,3.28,7.84,2.49
1886,23232,1,3,7,12,4,3,3,10,7,7,2,16,63,53,3.01,8.11,0.51,2.60,1.08,9.56,0.50,3.84,4.13,32.31,2.20,12.58,2.51
1887,23141,7,3,8,26,13,35,7,40,37,37,16,12,49,49,3.03,8.70,1.52,4.56,4.36,13.88,1.69,6.69,6.80,37.21,1.79,8.28,2.20
1890,22075,3,4,2,17,5,37,9,12,14,14,22,13,69,54,3.38,5.20,0.81,2.66,4.64,15.01,0.59,4.79,5.22,38.06,1.87,15.15,2.58
1901,1371,100,94,97,84,93,99,100,85,98,98,100,86,95,100,32.11,37.10,22.54,29.24,58.48,91.72,6.31,18.66,28.57,53.25,36.76,39.46,32.46
1902,47052,95,83,97,72,87,96,94,87,76,76,78,88,94,94,24.02,37.74,12.58,23.95,28.13,66.74,7.18,10.73,10.57,42.40,42.68,37.21,16.58
1904,17521,16,12,20,52,30,59,21,12,29,29,32,63,65,69,5.29,11.60,5.06,7.42,6.89,21.55,0.60,6.09,5.33,38.89,13.22,13.21,4.62
1905,25668,91,81,96,74,84,93,85,85,57,57,36,86,93,92,22.83,34.95,13.80,22.12,20.02,53.38,6.40,8.41,8.55,39.24,37.53,35.93,15.40
1906,27620,22,18,19,34,45,33,21,32,53,53,67,32,61,43,6.56,11.24,2.29,9.87,4.24,21.76,1.33,8.11,7.68,41.42,4.45,11.71,1.75
1907,14217,12,12,27,10,13,43,26,13,17,17,83,32,67,56,5.40,12.93,0.39,4.60,5.19,23.57,0.62,5.07,4.50,42.96,4.46,14.13,2.76
1908,3454,20,10,58,22,5,53,56,1,4,4,60,36,35,25,4.94,18.57,1.22,2.86,6.16,35.20,0.00,3.34,4.73,40.85,4.98,5.21,0.79
1913,16907,22,11,39,15,24,64,41,13,26,26,12,14,30,11,5.16,15.06,0.71,6.37,7.58,29.14,0.62,5.84,5.71,36.69,2.01,4.40,0.18
1915,40670,32,25,26,23,21,74,65,26,36,36,80,26,38,21,7.99,12.76,1.25,5.89,9.25,39.42,1.14,6.64,6.59,42.66,3.45,5.81,0.60
1921,8138,1,2,4,1,3,2,1,1,48,48,5,9,39,18,2.65,6.52,0.00,2.16,0.55,1.92,0.00,7.61,7.16,34.85,1.39,6.07,0.48
1922,2803,1,4,8,19,3,1,9,1,12,12,7,16,42,38,3.54,8.70,0.96,2.07,0.00,15.32,0.00,4.53,2.96,35.57,2.18,6.56,1.43
1923,27266,21,8,20,23,19,56,46,34,46,46,44,21,40,21,4.44,11.60,1.25,5.57,6.48,31.35,1.40,7.46,7.35,39.77,2.76,6.24,0.61
1929,3608,13,18,21,1,5,22,38,28,22,22,33,4,29,33,6.54,11.79,0.00,2.93,3.30,28.28,1.19,5.51,5.24,38.97,0.67,4.10,1.19
1930,29399,46,31,36,17,51,76,60,22,66,66,62,15,48,54,9.30,14.59,0.86,11.31,9.65,37.38,0.97,9.38,8.85,41.04,2.07,8.06,2.63
1937,134,48,100,1,1,90,1,1,1,100,100,11,59,1,1,62.69,0.00,0.00,26.12,0.00,0.00,0.00,100.00,100.00,36.57,11.19,0.00,0.00
1938,13616,17,20,23,14,8,53,33,8,42,42,9,12,29,39,6.94,12.10,0.67,3.62,6.18,26.54,0.40,7.14,6.56,36.05,1.76,4.05,1.52
1940,12944,3,1,4,30,6,41,12,7,21,21,22,10,49,44,2.00,6.54,1.87,3.11,4.97,17.46,0.34,5.41,6.28,38.05,1.50,8.23,1.84
1944,5286,24,20,27,1,8,54,54,1,76,76,24,14,45,23,6.96,12.93,0.00,3.65,6.30,34.32,0.00,10.62,9.57,38.23,1.95,7.26,0.68
1945,20270,6,10,13,25,3,41,16,7,13,13,32,22,52,38,4.92,9.91,1.38,2.17,4.96,19.58,0.34,4.64,4.30,38.92,2.97,8.87,1.47
1949,9436,14,12,17,40,39,16,13,32,28,28,2,55,49,16,5.24,10.89,3.08,8.84,2.70,17.51,1.33,6.00,5.28,31.86,9.78,8.27,0.38
1950,17766,16,22,20,17,5,46,34,9,45,45,26,18,36,11,7.40,11.47,0.82,2.88,5.43,26.74,0.45,7.35,6.90,38.43,2.48,5.39,0.16
1951,4051,4,7,1,14,12,2,22,1,34,34,68,5,32,1,4.28,3.74,0.62,4.38,0.76,22.23,0.00,6.46,4.93,41.50,0.79,4.74,0.00
1952,8672,31,32,21,16,46,46,34,32,46,46,19,8,24,16,9.58,11.76,0.80,10.21,5.46,26.76,1.33,7.45,7.09,37.74,1.19,3.30,0.38
1960,51729,38,30,30,32,43,81,59,24,23,23,85,51,68,70,9.03,13.36,2.05,9.71,11.16,36.83,1.06,5.60,5.33,43.25,8.65,14.86,4.77
1966,7111,20,13,34,28,5,63,49,5,41,41,95,9,26,1,5.60,14.14,1.66,2.95,7.34,32.42,0.18,7.00,6.81,45.77,1.34,3.68,0.00
1969,6081,4,11,1,11,13,21,10,16,20,20,8,9,24,1,5.05,3.34,0.46,4.55,3.15,16.18,0.72,5.33,5.17,35.80,1.38,3.39,0.00
1970,42332,67,54,83,49,40,90,83,34,52,52,69,69,68,68,14.45,25.64,4.52,9.03,16.05,51.82,1.44,7.95,5.52,41.58,16.60,14.62,4.52
1982,8102,8,22,5,32,5,22,17,48,7,7,7,15,55,49,7.36,7.14,2.07,2.71,3.23,20.05,2.02,3.87,4.75,35.42,2.05,9.81,2.24
1983,6379,3,12,10,5,10,9,2,18,8,8,60,4,42,1,5.32,9.29,0.08,3.95,1.93,7.49,0.83,4.07,3.79,40.85,0.52,6.55,0.00
1984,5092,3,2,4,26,3,31,4,14,40,40,96,15,37,1,2.69,6.96,1.53,2.12,4.01,10.79,0.66,6.92,6.28,46.09,2.04,5.77,0.00
1985,4427,4,21,10,5,4,18,2,1,19,19,6,24,29,1,7.23,9.13,0.05,2.53,2.90,7.11,0.00,5.21,4.94,35.08,3.19,4.13,0.00
2019,16682,15,3,34,16,24,14,18,38,57,57,19,15,38,62,3.05,14.19,0.75,6.44,2.42,20.45,1.60,8.43,7.30,37.74,2.03,5.90,3.53
2021,22276,17,17,35,56,6,55,22,8,64,64,55,30,65,49,6.40,14.26,5.98,3.12,6.39,22.30,0.41,9.06,7.03,40.47,4.17,13.28,2.16
2025,8281,8,11,7,1,8,42,23,17,23,23,6,3,35,1,5.06,8.12,0.00,3.42,5.09,22.72,0.78,5.59,5.24,35.08,0.47,5.34,0.00
2026,25224,20,10,25,58,21,60,49,17,23,23,87,44,69,44,4.84,12.54,6.61,5.94,6.99,32.31,0.76,5.58,5.79,43.53,6.73,15.51,1.85
2030,5814,1,1,1,43,1,3,2,1,21,21,3,23,65,16,0.57,2.77,3.51,1.02,0.83,8.73,0.00,5.45,6.22,33.80,3.13,13.42,0.41
2032,4080,9,14,3,46,22,21,15,1,59,59,11,9,64,43,5.69,5.75,4.04,6.04,3.20,18.99,0.00,8.63,5.66,36.47,1.40,13.01,1.79
2035,17243,18,10,23,32,17,30,51,23,34,34,22,21,44,16,4.97,12.15,2.01,5.27,3.95,33.18,1.01,6.46,5.97,38.04,2.75,7.13,0.39
2038,32731,8,4,5,16,9,54,17,26,33,33,8,18,39,26,3.26,7.21,0.77,3.80,6.32,20.00,1.14,6.41,6.14,35.91,2.41,6.02,0.83
2043,22733,4,9,4,8,3,38,13,6,14,14,60,7,36,1,4.80,7.04,0.28,2.21,4.68,18.01,0.24,4.77,4.66,40.88,1.14,5.42,0.00
2045,10403,19,9,31,9,11,68,38,5,57,57,49,24,40,26,4.77,13.59,0.35,4.11,8.07,28.35,0.16,8.42,6.97,40.14,3.19,6.35,0.82
2047,151,34,1,84,1,1,1,98,1,100,100,100,1,91,1,0.00,26.15,0.00,0.00,0.00,77.38,0.00,51.52,51.52,88.74,0.00,33.77,0.00
2048,23482,13,3,14,31,7,33,38,45,48,48,3,28,49,43,3.01,10.27,1.90,3.23,4.19,28.38,1.87,7.58,7.41,33.12,3.82,8.16,1.79
2050,25786,12,20,26,6,10,21,20,24,23,23,13,9,34,35,7.03,12.69,0.16,4.03,3.16,21.12,1.05,5.56,5.46,36.86,1.38,5.11,1.30
2052,12368,2,5,7,4,2,14,5,23,13,13,1,27,33,19,3.74,8.06,0.02,1.92,2.47,12.03,1.00,4.59,4.70,28.19,3.64,4.85,0.51
2053,13069,3,3,4,29,11,19,9,5,25,25,8,19,40,16,3.07,6.72,1.74,4.23,2.98,15.52,0.15,5.76,5.98,35.70,2.51,6.34,0.42
